Stratum,Psu,Ssu,Inctot,Age,Sex,Race,Hispanic,Marstat,Ownershg,Yrsusa,School,Educrec,Labforce,Occ,Classwk,VetStat
6,57,563,5755,87,2,1,0,4,2,0,1,3,1,0,0,1
6,57,564,7490,69,2,1,0,4,1,0,1,3,1,0,0,1
6,57,565,4505,66,2,1,0,1,1,0,1,4,1,0,0,1
6,57,566,6700,68,2,1,0,1,1,0,1,3,1,0,0,1
6,57,567,2405,79,2,1,0,4,1,0,1,3,1,0,0,1
6,57,568,0,85,2,1,0,4,0,0,1,3,1,0,0,1
6,57,569,1805,70,2,1,0,1,1,0,1,7,1,0,0,1
6,57,570,4300,75,2,1,0,4,1,0,1,3,1,0,0,1
6,57,571,2125,68,2,2,0,1,1,0,1,4,1,0,0,1
6,57,572,4365,67,2,1,0,4,2,0,1,7,1,44,28,1
6,57,573,4455,68,2,1,0,4,1,0,1,5,1,7,22,1
6,57,574,2565,69,2,1,0,1,1,0,1,4,1,0,0,1
6,57,575,5380,70,2,1,0,4,1,0,1,7,1,0,0,1
6,57,576,2360,86,2,1,0,5,1,0,1,3,1,0,0,1
6,57,577,5330,71,2,1,0,4,1,0,1,7,1,68,22,1
6,58,1,15330,22,1,1,0,1,1,0,1,7,2,9,22,1
6,58,2,1085,19,1,1,0,5,1,0,2,7,2,8,22,1
6,58,3,0,15,1,1,0,5,1,0,2,4,0,0,0,0
6,58,4,11665,22,1,1,0,1,1,0,1,7,2,18,22,1
6,58,5,9060,23,1,1,0,5,1,0,1,8,2,53,22,1
6,58,6,1320,20,1,1,0,5,1,0,2,8,1,44,22,1
6,58,7,4775,19,1,1,0,5,1,0,1,7,2,31,22,1
6,58,8,0,17,1,2,0,5,0,0,1,5,2,18,25,0
6,58,9,0,15,1,1,0,5,1,0,2,3,0,0,0,0
6,58,10,7250,18,1,2,0,5,0,0,1,5,1,16,22,1
6,58,11,285,16,1,2,0,5,2,0,2,5,2,15,22,1
6,58,12,1005,17,1,1,0,5,1,0,2,5,2,44,22,1
6,58,13,0,16,1,1,0,5,1,0,2,4,1,0,0,1
6,58,14,14045,20,1,1,0,5,2,0,1,7,2,53,22,1
6,58,15,1005,16,1,1,0,5,1,0,2,3,2,9,28,1
6,58,16,805,19,1,1,0,5,2,0,1,6,2,10,22,1
6,58,17,0,16,1,1,0,5,1,0,2,4,1,0,0,1
6,58,18,0,16,1,1,0,5,1,0,2,4,1,0,0,1
6,58,19,5725,21,1,1,0,5,2,0,2,8,2,47,22,1
6,58,20,2305,18,1,1,0,5,2,0,1,7,2,8,22,1
6,58,21,12350,23,1,1,0,5,1,0,1,7,2,12,22,1
6,58,22,8605,21,1,1,0,1,2,0,1,5,2,16,22,1
6,58,23,5605,20,1,1,0,5,1,0,1,7,2,8,22,1
6,58,24,8400,22,1,1,0,5,1,0,1,7,2,19,22,1
6,58,25,7305,20,1,1,0,5,1,0,1,8,2,8,22,1
6,58,26,0,16,1,1,0,5,2,0,2,4,2,0,0,1
6,58,27,205,15,1,1,0,5,1,0,2,4,0,0,0,0
6,58,28,14010,24,1,1,0,5,2,0,2,8,2,68,22,2
6,58,29,6005,22,1,2,0,5,1,0,1,7,2,15,22,1
6,58,30,0,17,1,1,0,5,1,0,2,6,1,11,22,1
6,58,31,0,16,1,1,0,5,1,0,2,4,1,0,0,1
6,58,32,0,18,1,1,0,5,1,0,2,6,1,44,22,1
6,58,33,26005,24,1,1,0,1,1,0,1,7,2,44,25,1
6,58,34,4505,21,1,2,0,5,1,0,1,4,2,9,22,1
6,58,35,0,16,1,1,0,5,1,0,2,5,1,0,0,1
6,58,36,8805,24,1,1,0,5,1,0,1,7,2,9,22,1
6,58,37,9005,21,1,2,0,5,2,0,1,3,2,29,22,1
6,58,38,2455,17,1,2,0,5,2,0,2,6,1,44,22,1
6,58,39,2080,21,1,1,0,5,0,0,2,8,2,53,22,1
6,58,40,22005,24,1,1,0,5,0,0,2,9,2,85,22,1
6,58,41,12935,22,1,2,0,1,1,0,1,7,2,15,25,1
6,58,42,0,18,1,2,0,5,2,0,2,3,1,0,0,1
6,58,43,3005,22,1,1,0,1,2,0,2,8,1,27,22,1
6,58,44,435,15,1,1,0,5,2,0,2,3,0,0,0,0
6,58,45,0,15,1,1,0,5,1,0,2,4,0,0,0,0
6,58,46,15115,21,1,1,0,1,2,0,1,8,2,39,25,1
6,58,47,2005,20,1,1,0,5,1,0,1,7,2,15,22,1
6,58,48,2155,20,1,1,0,5,1,0,2,8,2,8,22,1
6,58,49,0,15,1,1,0,5,1,0,2,3,0,0,0,0
6,58,50,1505,17,1,1,0,5,1,0,2,6,2,11,28,1
6,58,51,15005,28,1,1,0,1,2,0,1,7,2,19,22,2
6,58,52,14995,30,1,1,0,1,1,0,1,8,2,19,22,1
6,58,53,22510,31,1,1,0,5,2,0,1,9,2,44,22,1
6,58,54,26410,27,1,1,0,3,2,0,1,8,2,47,22,1
6,58,55,22110,27,1,2,0,5,2,0,1,7,2,49,22,1
6,58,56,15815,30,1,1,0,1,1,0,1,9,2,72,27,1
6,58,57,0,33,1,1,0,1,1,0,2,9,1,53,25,2
6,58,58,0,27,1,1,0,5,1,0,2,8,1,0,0,1
6,58,59,5005,27,1,1,0,5,1,0,1,9,2,93,13,1
6,58,60,18340,28,1,1,0,1,1,0,1,8,2,48,22,1
6,58,61,20110,25,1,1,0,1,1,0,1,9,2,78,22,1
6,58,62,39150,32,1,1,0,1,1,0,2,9,2,24,22,1
6,58,63,22365,33,1,2,0,5,2,0,1,9,2,81,27,2
6,58,64,10960,25,1,1,0,5,1,0,1,9,2,51,25,1
6,58,65,20005,28,1,1,0,1,1,0,1,8,2,68,14,1
6,58,66,2045,33,1,1,0,1,1,0,1,7,2,48,22,1
6,58,67,17010,33,1,1,0,1,1,0,1,9,2,48,22,2
6,58,68,22005,29,1,1,0,1,1,0,1,7,2,32,22,2
6,58,69,12005,30,1,1,0,1,1,0,1,8,2,72,22,1
6,58,70,0,25,1,2,0,5,0,0,1,3,1,0,0,1
6,58,71,26510,34,1,1,0,1,1,0,1,7,2,44,22,2
6,58,72,3060,25,1,1,0,5,2,0,1,8,2,65,22,1
6,58,73,15005,29,1,2,0,5,2,0,1,8,2,68,22,1
6,58,74,67470,33,1,1,0,1,2,0,1,8,2,19,13,2
6,58,75,47005,32,1,1,0,1,1,0,1,9,2,92,13,1
6,58,76,21005,25,1,1,0,1,1,0,1,9,2,65,22,1
6,58,77,21535,34,1,1,0,1,2,0,1,6,2,12,22,2
6,58,78,8370,33,1,1,0,1,2,0,1,7,2,18,25,2
6,58,79,10595,31,1,1,0,1,1,0,1,7,2,18,22,1
6,58,80,1205,33,1,1,0,1,1,0,1,7,2,8,22,2
6,58,81,12945,27,1,2,0,1,2,0,1,7,2,47,22,2
6,58,82,20710,26,1,1,0,1,1,0,1,7,2,8,22,1
6,58,83,13005,29,1,1,0,2,2,0,1,7,2,44,22,1
6,58,84,6005,25,1,1,0,5,1,0,1,7,2,11,22,1
6,58,85,18005,28,1,1,0,1,1,0,1,7,2,18,22,1
6,58,86,8005,25,1,1,0,5,2,0,1,8,2,80,22,1
6,58,87,18005,32,1,1,0,1,1,0,1,8,2,78,22,1
6,58,88,3100,27,1,1,0,5,0,0,1,2,2,44,22,1
6,58,89,18510,32,1,1,0,5,2,0,1,9,2,68,22,2
6,58,90,22005,33,1,1,0,1,1,0,1,7,2,49,22,1
6,58,91,15005,30,1,1,0,1,2,0,1,5,2,24,22,1
6,58,92,16130,25,1,1,0,1,1,0,1,9,2,73,22,1
6,58,93,31005,31,1,1,0,1,1,0,1,8,2,49,22,1
6,58,94,20810,30,1,1,0,1,1,0,1,7,2,39,28,2
6,58,95,14005,29,1,1,0,1,2,0,1,8,2,68,22,1
6,58,96,8205,33,1,1,0,1,2,0,1,3,2,27,22,1
6,58,97,21005,29,1,1,0,5,1,0,1,9,2,85,22,1
6,58,98,10010,31,1,1,0,1,2,0,1,7,2,25,22,2
6,58,99,8560,25,1,1,0,1,2,0,2,8,2,27,22,1
6,58,100,11005,26,1,1,0,1,2,0,1,7,2,18,22,1
6,58,101,16620,34,1,1,0,1,1,0,1,7,2,27,22,1
6,58,102,0,27,1,1,0,1,2,0,2,9,1,0,0,1
6,58,103,15130,26,1,1,0,5,1,0,1,9,2,47,22,2
6,58,104,11005,27,1,1,0,1,1,0,2,8,2,72,28,1
6,58,105,16905,31,1,1,0,1,1,0,1,8,2,68,22,2
6,58,106,15005,28,1,1,0,1,1,0,1,6,2,33,22,1
6,58,107,2205,48,1,1,0,1,1,0,1,9,1,58,25,2
6,58,108,10005,35,1,1,0,1,2,0,1,8,2,18,25,0
6,58,109,0,44,1,2,0,1,1,0,1,4,2,44,27,1
6,58,110,30410,40,1,1,0,1,1,0,1,9,2,84,25,1
6,58,111,44340,48,1,1,0,1,1,0,1,9,2,68,22,2
6,58,112,15005,48,1,1,0,1,1,0,1,8,2,33,22,1
6,58,113,26290,48,1,1,0,1,1,0,1,3,1,0,0,2
6,58,114,23430,36,1,1,0,1,1,0,1,9,2,72,28,2
6,58,115,43810,46,1,2,0,1,1,0,1,9,2,78,22,2
6,58,116,25005,45,1,1,0,1,1,0,1,7,2,22,22,2
6,58,117,19420,49,1,1,0,1,1,0,1,8,2,68,22,2
6,58,118,24005,45,1,1,0,1,1,0,1,8,2,49,22,2
6,58,119,75000,44,1,1,0,1,1,0,1,9,2,93,13,1
6,58,120,15930,49,1,1,0,1,1,0,1,4,2,69,28,2
6,58,121,24005,35,1,1,0,1,1,0,1,4,2,18,22,1
6,58,122,16005,41,1,1,0,1,2,0,1,7,2,24,22,2
6,58,123,36610,49,1,1,0,1,1,0,1,7,2,49,22,2
6,58,124,42300,39,1,1,0,3,1,0,1,7,2,93,28,2
6,58,125,9005,49,1,1,0,1,1,0,1,7,2,17,13,2
6,58,126,29645,46,1,1,0,1,1,0,2,8,2,86,22,2
6,58,127,26630,46,1,1,0,1,1,0,1,7,2,60,22,2
6,58,128,50210,37,1,1,0,1,1,0,1,9,2,72,22,1
6,58,129,290,40,1,2,0,2,2,0,1,6,1,0,0,2
6,58,130,10005,43,1,1,0,1,1,0,1,7,2,32,22,1
6,58,131,12005,44,1,1,0,1,2,0,1,6,2,32,22,1
6,58,132,21605,35,1,1,0,1,2,0,1,3,2,15,22,2
6,58,133,11105,43,1,1,0,3,1,0,1,7,2,68,28,1
6,58,134,11110,48,1,1,0,1,1,0,1,7,2,47,22,2
6,58,135,21505,37,1,1,0,1,1,0,1,8,2,39,22,2
6,58,136,11265,47,1,1,0,1,1,0,1,7,2,8,22,2
6,58,137,7205,41,1,1,0,1,2,0,1,7,2,68,22,2
6,58,138,19430,40,1,1,0,1,1,0,1,9,2,72,22,1
6,58,139,8005,37,1,1,0,1,1,0,1,7,2,18,13,1
6,58,140,18385,42,1,1,0,2,2,0,1,5,2,36,13,1
6,58,141,33270,38,1,1,0,1,1,0,1,7,2,47,14,1
6,58,142,13315,36,1,1,0,5,1,0,1,7,2,24,22,2
6,58,143,19510,45,1,1,0,1,1,0,1,9,2,72,22,2
6,58,144,17405,45,1,1,0,1,1,0,1,8,2,68,27,1
6,58,145,28260,37,1,1,0,1,1,0,1,8,2,68,22,2
6,58,146,19560,42,1,1,0,1,1,0,1,7,2,67,22,2
6,58,147,22480,41,1,1,0,1,1,0,1,9,2,44,22,2
6,58,148,23405,40,1,1,0,1,1,0,1,7,2,18,22,2
6,58,149,17610,36,1,1,0,1,1,0,1,8,2,44,22,2
6,58,150,11965,44,1,1,0,1,1,0,1,9,2,64,27,2
6,58,151,28505,41,1,1,0,1,1,0,1,5,2,49,22,1
6,58,152,21210,48,1,1,0,1,1,0,1,7,2,44,25,2
6,58,153,12005,48,1,1,0,3,2,0,1,4,2,44,22,1
6,58,154,29780,45,1,1,0,1,1,0,1,9,2,84,27,2
6,58,155,20160,36,1,1,0,1,1,0,1,6,2,32,22,1
6,58,156,8465,47,1,1,0,1,2,0,1,4,2,16,22,2
6,58,157,16745,48,1,1,0,1,1,0,1,7,2,33,22,2
6,58,158,75000,44,1,1,0,1,1,0,1,9,2,68,14,1
6,58,159,31140,44,1,1,0,1,1,0,1,9,2,47,22,2
6,58,160,20005,38,1,1,0,3,2,0,1,7,2,47,22,2
6,58,161,20005,48,1,1,0,1,1,0,1,7,2,18,22,2
6,58,162,3760,48,1,2,0,2,1,0,1,9,2,18,22,2
6,58,163,37880,35,1,1,0,1,1,0,1,9,2,68,22,1
6,58,164,30005,41,1,1,0,1,1,0,1,8,2,49,22,2
6,58,165,18005,41,1,1,0,1,1,0,1,7,2,18,22,1
6,58,166,29930,48,1,1,0,1,1,0,1,7,2,49,22,2
6,58,167,28005,47,1,2,0,1,1,0,1,9,2,44,25,2
6,58,168,34010,36,1,1,0,1,1,0,1,9,2,68,22,1
6,58,169,23700,44,1,1,0,1,1,0,1,8,2,68,22,2
6,58,170,23005,44,1,1,0,1,2,0,1,8,2,49,22,2
6,58,171,12005,41,1,2,0,1,1,0,1,7,2,8,22,1
6,58,172,13005,42,1,1,0,1,1,0,1,7,2,6,22,2
6,58,173,0,40,1,2,0,3,1,0,1,6,2,18,22,1
6,58,174,16505,49,1,1,0,1,2,0,1,7,2,66,22,2
6,58,175,13085,45,1,1,0,1,1,0,1,7,2,18,22,2
6,58,176,18010,38,1,1,0,1,2,0,1,9,2,64,28,1
6,58,177,9905,37,1,1,0,1,1,0,1,3,2,9,22,1
6,58,178,10005,36,1,1,0,1,1,0,1,7,2,52,22,1
6,58,179,10005,37,1,1,0,2,1,0,1,9,2,66,22,1
6,58,180,75000,39,1,1,0,1,1,0,1,9,2,75,13,2
6,58,181,3005,53,1,2,0,5,2,0,1,9,1,0,0,2
6,58,182,26005,52,1,1,0,1,1,0,1,8,2,87,22,1
6,58,183,55005,57,1,1,0,1,1,0,1,8,1,0,0,2
6,58,184,29175,62,1,1,0,1,1,0,1,9,2,82,22,2
6,58,185,3675,58,1,1,0,1,1,0,1,5,2,18,22,2
6,58,186,19005,63,1,1,0,1,1,0,1,7,2,49,22,2
6,58,187,5005,63,1,1,0,1,1,0,1,5,2,18,22,2
6,58,188,12020,63,1,1,0,1,1,0,1,7,1,68,14,2
6,58,189,15655,64,1,1,0,5,1,0,1,4,1,68,22,2
6,58,190,26820,61,1,1,0,1,1,0,1,7,2,31,22,2
6,58,191,5970,61,1,1,0,1,0,0,1,7,1,40,13,2
6,58,192,6210,61,1,1,0,1,1,0,1,3,1,23,22,1
6,58,193,14005,59,1,1,0,1,1,0,1,7,2,77,22,2
6,58,194,0,53,1,2,0,1,1,0,1,3,2,16,25,2
6,58,195,30745,58,1,1,0,1,2,0,1,7,2,10,22,2
6,58,196,13810,51,1,1,0,3,1,0,1,3,2,47,22,1
6,58,197,0,50,1,2,0,2,0,0,1,8,1,0,0,2
6,58,198,24080,62,1,1,0,1,1,0,1,7,1,27,22,2
6,58,199,7890,53,1,1,0,1,1,0,1,4,1,68,22,2
6,58,200,29005,54,1,1,0,1,1,0,1,8,2,68,22,2
6,58,201,13005,55,1,1,0,4,0,0,1,3,2,18,25,0
6,58,202,20990,54,1,1,0,1,1,0,1,5,2,24,22,2
6,58,203,0,58,1,1,0,3,1,0,1,5,2,18,22,2
6,58,204,10510,58,1,1,0,1,1,0,1,5,2,19,13,2
6,58,205,11635,63,1,1,0,1,1,0,1,3,1,0,0,1
6,58,206,4005,60,1,1,0,1,1,0,1,3,1,0,0,1
6,58,207,7655,53,1,1,0,1,1,0,1,7,1,0,0,2
6,58,208,13850,51,1,1,0,1,1,0,1,5,2,33,22,2
6,58,209,11250,60,1,1,0,1,1,0,1,7,1,22,25,2
6,58,210,20260,56,1,1,0,3,1,0,1,5,2,73,22,2
6,58,211,27010,50,1,1,0,1,1,0,1,7,2,72,22,2
6,58,212,7205,62,1,1,0,1,1,0,1,7,2,9,22,1
6,58,213,9175,57,1,1,0,4,1,0,1,5,1,18,22,1
6,58,214,15005,54,1,1,0,1,1,0,1,4,2,49,22,1
6,58,215,9005,56,1,1,0,1,1,0,1,6,2,18,22,2
6,58,216,62010,56,1,1,0,1,1,0,1,9,2,68,22,2
6,58,217,27210,59,1,1,0,1,1,0,1,5,2,49,22,1
6,58,218,16505,59,1,1,0,1,1,0,1,5,2,18,22,1
6,58,219,20905,63,1,1,0,1,1,0,1,7,2,63,27,1
6,58,220,14710,59,1,1,0,1,1,0,1,8,1,49,22,2
6,58,221,24500,64,1,1,0,1,1,0,1,4,2,14,13,1
6,58,222,14510,57,1,1,0,1,1,0,1,7,2,18,22,2
6,58,223,28610,59,1,1,0,1,1,0,1,7,2,34,22,2
6,58,224,0,50,1,1,0,5,1,0,1,7,1,11,22,2
6,58,225,20005,58,1,1,0,1,1,0,1,3,2,14,13,1
6,58,226,9005,58,1,1,0,1,1,0,1,4,1,24,25,2
6,58,227,6305,58,1,2,0,1,1,0,1,5,2,66,22,2
6,58,228,17010,50,1,1,0,1,1,0,1,6,2,60,25,2
6,58,229,15005,55,1,2,0,1,1,0,1,7,1,44,25,2
6,58,230,28010,59,1,1,0,1,1,0,1,5,2,44,25,2
6,58,231,1875,67,1,1,0,1,1,0,1,8,1,0,0,2
6,58,232,3995,82,1,1,0,1,1,0,1,9,1,0,0,2
6,58,233,0,72,1,2,0,5,0,0,1,3,1,0,0,1
6,58,234,2890,90,1,1,0,4,1,0,1,3,1,0,0,1
6,58,235,0,81,1,1,0,1,1,0,1,3,1,0,0,1
6,58,236,16510,68,1,1,0,1,1,0,1,9,2,68,13,1
6,58,237,10625,69,1,1,0,5,1,0,1,3,1,0,0,2
6,58,238,8350,65,1,1,0,1,2,0,1,7,2,22,22,2
6,58,239,10610,69,1,1,0,4,1,0,1,7,1,0,0,1
6,58,240,8405,68,1,1,0,1,1,0,1,9,1,50,22,1
6,58,241,24195,73,1,1,0,1,1,0,1,9,2,90,13,1
6,58,242,2405,79,1,1,0,4,1,0,1,3,1,0,0,1
6,58,243,0,66,1,1,0,1,1,0,1,9,2,61,28,2
6,58,244,8450,81,1,1,0,1,1,0,1,8,1,0,0,1
6,58,245,8840,67,1,1,0,4,2,0,1,5,1,24,22,2
6,58,246,9555,72,1,1,0,1,1,0,1,3,1,0,0,1
6,58,247,10445,67,1,1,0,1,1,0,1,4,1,11,22,2
6,58,248,6430,69,1,1,0,1,1,0,1,5,1,18,22,1
6,58,249,5120,75,1,1,0,4,1,0,1,8,1,0,0,1
6,58,250,14345,78,1,1,0,1,2,0,1,9,1,0,0,1
6,58,251,3880,70,1,1,0,3,1,0,1,8,1,0,0,1
6,58,252,7705,68,1,1,0,3,1,0,1,9,1,8,13,1
6,58,253,9785,73,1,1,0,4,1,0,1,7,1,0,0,1
6,58,254,16010,70,1,1,0,1,1,0,1,5,1,0,0,1
6,58,255,18130,68,1,1,0,1,1,0,1,7,1,44,22,2
6,58,256,4805,80,1,1,0,5,1,0,1,3,1,0,0,1
6,58,257,9965,71,1,1,0,1,1,0,1,2,1,0,0,1
6,58,258,7080,67,1,1,0,4,1,0,1,9,2,52,22,1
6,58,259,6205,21,2,1,0,5,1,0,1,8,2,44,22,1
6,58,260,1005,17,2,2,0,5,1,0,2,5,2,16,22,1
6,58,261,5505,23,2,1,0,5,2,0,2,8,2,47,22,1
6,58,262,760,21,2,1,0,5,0,0,2,8,1,68,22,1
6,58,263,19905,23,2,1,0,1,1,0,1,7,2,44,25,1
6,58,264,415,21,2,1,0,5,2,0,2,8,2,16,22,1
6,58,265,6005,19,2,1,0,1,2,0,1,7,2,44,22,1
6,58,266,1005,19,2,1,0,1,1,0,1,6,2,19,22,1
6,58,267,485,19,2,1,1,5,1,0,1,3,2,11,22,1
6,58,268,5205,19,2,1,0,5,1,0,2,6,2,52,22,1
6,58,269,0,16,2,2,0,5,2,0,2,5,1,0,0,1
6,58,270,2915,21,2,2,0,5,2,0,1,7,1,0,0,1
6,58,271,305,21,2,1,0,5,0,0,2,8,1,0,0,1
6,58,272,2930,19,2,1,0,5,1,0,2,7,2,45,22,1
6,58,273,2605,23,2,1,0,1,1,0,1,7,1,17,22,1
6,58,274,305,18,2,2,0,5,1,0,2,7,1,44,28,1
6,58,275,0,16,2,2,0,5,1,0,2,5,2,11,22,1
6,58,276,2950,20,2,1,0,5,0,0,2,8,1,0,0,1
6,58,277,555,18,2,1,0,5,0,0,2,7,1,11,22,1
6,58,278,6005,19,2,1,0,5,1,0,1,7,2,82,22,1
6,58,279,0,17,2,1,0,5,1,0,2,6,1,0,0,1
6,58,280,405,20,2,1,0,1,1,0,1,5,2,8,22,1
6,58,281,14010,20,2,1,0,5,1,0,1,7,2,44,22,1
6,58,282,0,24,2,1,0,1,1,0,1,8,1,44,22,1
6,58,283,0,22,2,1,0,5,1,0,2,7,2,15,29,1
6,58,284,6005,21,2,1,0,5,2,0,1,7,2,38,22,1
6,58,285,7205,23,2,2,0,5,2,0,1,8,2,47,22,1
6,58,286,0,16,2,1,0,5,1,0,2,4,1,0,0,1
6,58,287,3505,20,2,1,0,5,0,0,2,8,1,18,22,1
6,58,288,0,15,2,1,0,5,1,0,2,4,0,0,0,0
6,58,289,5605,20,2,1,0,1,1,0,1,8,2,45,28,1
6,58,290,0,17,2,1,0,5,1,0,2,5,2,44,22,1
6,58,291,0,21,2,1,0,1,1,0,1,3,1,0,0,1
6,58,292,3520,20,2,1,0,3,1,0,1,7,2,61,22,1
6,58,293,1150,22,2,1,0,5,2,0,1,9,2,46,22,1
6,58,294,9505,24,2,1,0,2,1,0,1,7,2,18,22,1
6,58,295,0,23,2,1,0,1,2,0,1,7,2,13,22,1
6,58,296,0,24,2,1,0,1,1,0,1,7,1,18,22,1
6,58,297,0,24,2,1,0,1,1,0,1,7,1,10,22,1
6,58,298,8890,21,2,1,0,1,1,0,1,7,2,61,22,1
6,58,299,0,16,2,1,0,5,1,0,2,4,1,0,0,1
6,58,300,10005,24,2,1,0,1,1,0,1,7,2,44,22,1
6,58,301,9655,21,2,1,0,5,1,0,1,7,2,16,22,1
6,58,302,815,17,2,2,0,5,1,0,2,5,2,44,22,1
6,58,303,5405,22,2,1,0,5,0,0,2,9,2,44,22,1
6,58,304,8005,24,2,1,0,1,1,0,1,7,2,61,22,1
6,58,305,475,23,2,1,0,1,1,0,1,7,1,18,22,1
6,58,306,9005,24,2,1,0,1,2,0,1,7,2,45,22,1
6,58,307,7385,22,2,1,0,3,1,0,1,7,2,61,22,1
6,58,308,1710,22,2,1,0,5,0,0,2,8,2,84,22,1
6,58,309,1795,18,2,1,0,5,1,0,2,6,2,44,22,1
6,58,310,3685,19,2,1,0,1,2,0,1,5,2,44,22,1
6,58,311,0,19,2,1,0,5,1,0,2,7,1,0,0,1
6,58,312,4080,19,2,1,0,5,1,0,2,8,2,61,25,1
6,58,313,0,15,2,1,0,5,1,0,2,3,0,0,0,0
6,58,314,8005,31,2,1,0,5,1,0,1,9,2,81,27,1
6,58,315,9005,32,2,1,0,3,2,0,1,7,2,19,22,1
6,58,316,11005,29,2,1,0,3,2,0,1,8,2,68,22,1
6,58,317,10505,31,2,1,0,3,2,0,1,7,2,39,22,1
6,58,318,6155,27,2,2,0,5,2,0,1,6,1,13,22,1
6,58,319,0,33,2,1,0,1,2,0,1,8,1,0,0,1
6,58,320,11885,30,2,1,0,1,1,0,1,9,2,72,27,1
6,58,321,265,28,2,1,0,1,1,0,1,8,1,62,22,1
6,58,322,0,32,2,1,0,1,1,0,1,3,1,61,22,1
6,58,323,105,25,2,1,0,1,2,0,1,5,1,7,22,1
6,58,324,10505,28,2,1,0,3,2,0,2,7,2,61,22,1
6,58,325,11005,33,2,2,0,5,1,0,1,7,2,44,25,1
6,58,326,16405,29,2,1,0,1,1,0,1,7,2,61,22,1
6,58,327,20210,28,2,4,0,5,1,0,1,9,2,46,22,1
6,58,328,0,27,2,1,0,1,1,0,1,7,1,61,22,1
6,58,329,12005,27,2,1,0,1,1,0,1,8,2,52,22,1
6,58,330,7045,29,2,1,0,1,2,0,1,8,1,46,22,1
6,58,331,0,34,2,1,0,1,1,0,2,8,1,0,0,1
6,58,332,0,29,2,1,0,1,2,0,1,7,1,51,22,1
6,58,333,42005,34,2,1,0,3,2,0,1,9,2,84,22,1
6,58,334,11505,34,2,2,0,1,2,0,1,7,1,61,22,1
6,58,335,11860,25,2,1,0,1,1,0,1,7,2,61,22,1
6,58,336,0,34,2,1,0,2,1,0,1,7,1,0,0,1
6,58,337,5255,29,2,1,0,3,2,0,1,6,1,18,22,1
6,58,338,405,30,2,1,0,1,1,0,1,8,2,16,22,1
6,58,339,1205,31,2,1,0,1,1,0,1,4,1,15,22,1
6,58,340,9705,30,2,1,0,2,1,0,1,4,2,68,22,1
6,58,341,4005,28,2,1,0,1,1,0,1,7,2,47,22,1
6,58,342,10960,32,2,1,0,4,1,0,1,6,1,47,22,1
6,58,343,2005,27,2,1,0,1,1,0,1,9,1,64,28,1
6,58,344,0,29,2,1,0,1,1,0,1,8,1,61,22,1
6,58,345,0,32,2,1,0,1,1,0,1,8,1,61,22,1
6,58,346,8005,31,2,1,0,1,1,0,1,7,2,45,22,1
6,58,347,1005,26,2,1,0,1,2,0,2,9,1,72,28,1
6,58,348,0,33,2,1,0,1,1,0,1,7,1,0,0,1
6,58,349,10320,30,2,1,0,1,1,0,1,8,2,68,22,1
6,58,350,0,31,2,1,0,1,2,0,1,4,1,18,22,1
6,58,351,13560,29,2,1,0,5,2,0,1,7,2,49,22,1
6,58,352,3040,28,2,1,0,1,2,0,1,7,2,61,22,1
6,58,353,2535,28,2,1,0,1,1,0,2,7,1,61,22,1
6,58,354,6005,33,2,1,0,1,1,0,1,8,2,22,22,1
6,58,355,15085,26,2,1,0,1,2,0,1,7,2,44,22,1
6,58,356,10005,28,2,1,1,3,1,0,1,7,2,44,22,1
6,58,357,8510,25,2,1,0,1,1,0,1,8,2,61,22,1
6,58,358,1905,26,2,2,0,2,2,0,1,7,2,0,0,1
6,58,359,8005,29,2,1,0,1,1,0,2,9,1,72,28,1
6,58,360,17380,33,2,1,0,5,1,0,1,9,2,45,22,1
6,58,361,10005,34,2,2,0,3,2,0,1,6,2,61,25,1
6,58,362,10005,26,2,2,0,5,2,0,1,7,2,18,22,1
6,58,363,0,34,2,1,0,1,1,0,1,7,1,0,0,1
6,58,364,0,28,2,1,0,1,1,0,1,4,1,0,0,1
6,58,365,6765,32,2,2,0,5,1,0,2,9,2,72,22,1
6,58,366,230,31,2,2,1,5,2,0,1,5,1,13,22,1
6,58,367,3005,27,2,1,0,1,1,0,1,9,1,73,22,1
6,58,368,2005,30,2,1,0,3,1,0,1,7,1,18,22,1
6,58,369,0,29,2,1,0,1,1,0,1,9,1,53,22,1
6,58,370,0,28,2,1,0,1,1,0,1,7,1,0,0,1
6,58,371,10005,32,2,1,0,1,1,0,2,6,2,78,22,1
6,58,372,2205,26,2,2,0,1,1,0,1,6,2,47,22,1
6,58,373,1085,49,2,1,0,1,1,0,1,4,2,11,28,1
6,58,374,0,49,2,1,0,1,1,0,1,6,2,51,29,1
6,58,375,3740,35,2,1,0,1,2,0,1,8,1,51,22,1
6,58,376,9210,37,2,1,0,1,1,0,1,7,2,44,22,1
6,58,377,4745,41,2,1,0,1,1,0,1,8,2,61,22,1
6,58,378,15025,48,2,1,0,5,1,0,1,6,2,45,22,1
6,58,379,8505,38,2,1,0,1,1,0,1,7,2,51,22,1
6,58,380,14165,49,2,1,0,3,2,0,1,7,2,44,22,1
6,58,381,12005,46,2,1,0,1,1,0,2,9,2,72,27,1
6,58,382,0,42,2,1,0,1,1,0,1,7,1,0,0,1
6,58,383,9775,47,2,2,0,4,2,0,1,4,2,68,25,1
6,58,384,7455,43,2,2,0,1,1,0,1,3,2,44,22,1
